Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Year,Month,Day_of_week,Week_of_year,Case_Fatality_Rate,Cases_Growth_Rate,Deaths_Growth_Rate,New_cases_7day_avg,New_deaths_7day_avg,Pandemic_Phase
2022-06-15,SD,Sudan,EMR,13,62502,0,4950,2022,6,2,24,7.9197464,0.0,0.0,0.0,0.0,Endemic_Phase
2022-07-14,SD,Sudan,EMR,21,62848,0,4955,2022,7,3,28,7.8841014,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-03,SD,Sudan,EMR,4,63110,0,4959,2022,8,2,31,7.857709,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-17,SD,Sudan,EMR,1,63173,0,4961,2022,8,2,33,7.8530383,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-19,SD,Sudan,EMR,2,63216,0,4961,2022,8,4,33,7.847697,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-25,SD,Sudan,EMR,0,63228,0,4961,2022,8,3,34,7.846207,2.190668,1.5861416,74640.0,1020.4286,Endemic_Phase
2022-08-28,SD,Sudan,EMR,3,63238,0,4961,2022,8,6,34,7.8449664,0.0,0.0,0.0,0.0,Endemic_Phase
2022-09-08,SD,Sudan,EMR,1,63276,0,4961,2022,9,3,36,7.8402553,0.0,0.0,0.0,0.0,Endemic_Phase
2022-09-25,SD,Sudan,EMR,0,63319,0,4962,2022,9,6,38,7.83651,0.0,0.0,0.0,0.0,Endemic_Phase
2022-10-07,SD,Sudan,EMR,0,63344,0,4962,2022,10,4,40,7.8334174,0.018314242,0.0,6.0,0.0,Endemic_Phase
2022-11-07,SD,Sudan,EMR,0,63558,0,4978,2022,11,0,45,7.8322163,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-29,SD,Sudan,EMR,0,63639,0,4991,2022,11,1,48,7.842675,0.0,0.0,0.0,0.0,Endemic_Phase
2022-12-08,SD,Sudan,EMR,3,63663,0,4992,2022,12,3,49,7.8412895,0.0,0.0,0.0,0.0,Endemic_Phase
2022-12-23,SD,Sudan,EMR,0,63686,0,4994,2022,12,4,51,7.841598,0.0,0.0,0.0,0.0,Endemic_Phase
2023-01-09,SD,Sudan,EMR,0,63702,0,4995,2023,1,0,2,7.841198,0.0,0.0,0.0,0.0,Endemic_Phase
2023-01-11,SD,Sudan,EMR,0,63702,0,4995,2023,1,2,2,7.841198,7.521636,9.097143,7322.0,186.14285,Endemic_Phase
2023-01-15,SD,Sudan,EMR,0,63717,0,4998,2023,1,6,2,7.8440604,0.0,0.0,0.0,0.0,Endemic_Phase
2023-02-13,SD,Sudan,EMR,0,63775,0,5011,2023,2,0,7,7.857311,0.0,0.0,0.0,0.0,Endemic_Phase
2023-02-15,SD,Sudan,EMR,0,63775,0,5011,2023,2,2,7,7.857311,0.0,0.0,0.0,0.0,Endemic_Phase
2023-03-13,SD,Sudan,EMR,0,63853,0,5023,2023,3,0,11,7.866506,0.699806,0.07674597,11.571428,0.14285715,Endemic_Phase
2023-03-18,SD,Sudan,EMR,46,63899,3,5026,2023,3,5,11,7.8655376,0.07818608,0.0,0.0,0.0,Endemic_Phase
2023-03-31,SD,Sudan,EMR,0,63922,0,5034,2023,3,4,13,7.875223,0.0,0.0,0.0,0.0,Endemic_Phase
2023-04-03,SD,Sudan,EMR,0,63922,0,5034,2023,4,0,14,7.875223,0.0,0.0,0.0,0.0,Endemic_Phase
2023-05-15,SD,Sudan,EMR,0,63993,0,5046,2023,5,0,20,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-07-21,SD,Sudan,EMR,0,63993,0,5046,2023,7,4,29,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-07-27,SD,Sudan,EMR,0,63993,0,5046,2023,7,3,30,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-01,SD,Sudan,EMR,0,63993,0,5046,2023,8,1,31,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-15,SD,Sudan,EMR,0,63993,0,5046,2023,8,1,33,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-20,SD,Sudan,EMR,0,63993,0,5046,2023,8,6,33,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-08-27,SD,Sudan,EMR,0,63993,0,5046,2023,8,6,34,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-21,SD,Sudan,EMR,0,63993,0,5046,2023,9,3,38,7.885237,0.91236526,0.39032006,21.0,0.0,Endemic_Phase
2023-09-28,SD,Sudan,EMR,0,63993,0,5046,2023,9,3,39,7.885237,0.008055854,0.0,10.714286,0.0,Endemic_Phase
2023-10-08,SD,Sudan,EMR,0,63993,0,5046,2023,10,6,40,7.885237,0.000998329,0.0007537868,405.57144,3.0,Endemic_Phase
2023-10-19,SD,Sudan,EMR,0,63993,0,5046,2023,10,3,42,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-19,SD,Sudan,EMR,0,63993,0,5046,2023,11,6,46,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-25,SD,Sudan,EMR,0,63993,0,5046,2023,12,0,52,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-26,SD,Sudan,EMR,0,63993,0,5046,2023,12,1,52,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-07,SD,Sudan,EMR,0,63993,0,5046,2024,1,6,1,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-11,SD,Sudan,EMR,0,63993,0,5046,2024,1,3,2,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-13,SD,Sudan,EMR,0,63993,0,5046,2024,1,5,2,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-19,SD,Sudan,EMR,0,63993,0,5046,2024,1,4,3,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-08,SD,Sudan,EMR,0,63993,0,5046,2024,2,3,6,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-29,SD,Sudan,EMR,0,63993,0,5046,2024,2,3,9,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-03-31,SD,Sudan,EMR,0,63993,0,5046,2024,3,6,13,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-04-03,SD,Sudan,EMR,0,63993,0,5046,2024,4,2,14,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-04-23,SD,Sudan,EMR,0,63993,0,5046,2024,4,1,17,7.885237,0.11610514,0.055121727,57.57143,1.8571428,Endemic_Phase
2024-05-03,SD,Sudan,EMR,0,63993,0,5046,2024,5,4,18,7.885237,0.000773364,0.00018795933,57.0,0.5714286,Endemic_Phase
2024-05-04,SD,Sudan,EMR,0,63993,0,5046,2024,5,5,18,7.885237,4.371136,3.67845,84047.43,1042.2858,Endemic_Phase
2024-05-12,SD,Sudan,EMR,0,63993,0,5046,2024,5,6,19,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-05-29,SD,Sudan,EMR,0,63993,0,5046,2024,5,2,22,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-20,SD,Sudan,EMR,0,63993,0,5046,2024,6,3,25,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-22,SD,Sudan,EMR,0,63993,0,5046,2024,6,5,25,7.885237,0.34389633,1.22815,1621.8572,50.42857,Endemic_Phase
2024-06-26,SD,Sudan,EMR,0,63993,0,5046,2024,6,2,26,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-07-08,SD,Sudan,EMR,0,63993,0,5046,2024,7,0,28,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-07-11,SD,Sudan,EMR,0,63993,0,5046,2024,7,3,28,7.885237,0.0,0.0,1.8571428,0.0,Endemic_Phase
2024-08-24,SD,Sudan,EMR,0,63993,0,5046,2024,8,5,34,7.885237,0.09979803,0.0,12.142858,0.0,Endemic_Phase
2024-08-28,SD,Sudan,EMR,0,63993,0,5046,2024,8,2,35,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-08,SD,Sudan,EMR,0,63993,0,5046,2024,9,6,36,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-11,SD,Sudan,EMR,0,63993,0,5046,2024,9,2,37,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-10-02,SD,Sudan,EMR,0,63993,0,5046,2024,10,2,40,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-10-08,SD,Sudan,EMR,0,63993,0,5046,2024,10,1,41,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-11-14,SD,Sudan,EMR,0,63993,0,5046,2024,11,3,46,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2024-12-18,SD,Sudan,EMR,0,63993,0,5046,2024,12,2,51,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-05,SD,Sudan,EMR,0,63993,0,5046,2025,1,6,1,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-18,SD,Sudan,EMR,0,63993,0,5046,2025,1,5,3,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-21,SD,Sudan,EMR,0,63993,0,5046,2025,1,1,4,7.885237,40.171844,32.3073,11065.286,273.0,Endemic_Phase
2025-01-25,SD,Sudan,EMR,0,63993,0,5046,2025,1,5,4,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-28,SD,Sudan,EMR,0,63993,0,5046,2025,1,1,5,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-02-13,SD,Sudan,EMR,0,63993,0,5046,2025,2,3,7,7.885237,0.038770385,0.04923872,3226.7144,91.57143,Endemic_Phase
2025-03-04,SD,Sudan,EMR,0,63993,0,5046,2025,3,1,10,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-19,SD,Sudan,EMR,0,63993,0,5046,2025,3,2,12,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-26,SD,Sudan,EMR,0,63993,0,5046,2025,3,2,13,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-04-15,SD,Sudan,EMR,0,63993,0,5046,2025,4,1,16,7.885237,0.6856953,0.0994575,188.28572,0.71428573,Endemic_Phase
2025-05-10,SD,Sudan,EMR,0,63993,0,5046,2025,5,5,19,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-02,SD,Sudan,EMR,0,63993,0,5046,2025,6,0,23,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-03,SD,Sudan,EMR,0,63993,0,5046,2025,6,1,23,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-05,SD,Sudan,EMR,0,63993,0,5046,2025,6,3,23,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-10,SD,Sudan,EMR,0,63993,0,5046,2025,6,1,24,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2025-07-13,SD,Sudan,EMR,0,63993,0,5046,2025,7,6,28,7.885237,0.0,0.0,0.0,0.0,Endemic_Phase
2020-03-11,SR,Suriname,AMR,0,0,0,0,2020,3,2,11,0.0,2.3526511,1.3640239,2719.7144,1.4285715,Early_Phase
2020-03-23,SR,Suriname,AMR,0,2,0,0,2020,3,0,13,0.0,0.0,0.0,0.0,0.0,Early_Phase
2020-04-23,SR,Suriname,AMR,0,10,0,1,2020,4,3,17,10.0,0.0,0.0,0.0,0.0,Early_Phase
2020-04-26,SR,Suriname,AMR,0,10,0,1,2020,4,6,17,10.0,2.9834006,10.526316,12.571428,0.14285715,Early_Phase
2020-05-19,SR,Suriname,AMR,1,11,0,1,2020,5,1,21,9.090909,0.49203956,0.070984915,140.28572,6.142857,Early_Phase
2020-06-11,SR,Suriname,AMR,4,137,0,2,2020,6,3,24,1.459854,0.0,0.0,0.0,0.0,First_Wave
2020-07-11,SR,Suriname,AMR,55,726,0,17,2020,7,5,28,2.3415978,36.84573,166.66667,63.0,2.142857,First_Wave
2020-09-26,SR,Suriname,AMR,10,4789,1,102,2020,9,5,39,2.129881,0.0,0.0,0.0,0.0,First_Wave
2020-09-30,SR,Suriname,AMR,1,4836,0,102,2020,9,2,40,2.1091812,0.0,0.0,0.0,0.0,First_Wave
2020-10-17,SR,Suriname,AMR,11,5094,1,109,2020,10,5,42,2.1397722,5.9963856,0.0,15.428572,0.14285715,First_Wave
2020-10-19,SR,Suriname,AMR,10,5123,0,109,2020,10,0,43,2.1276596,0.0,0.0,11.285714,0.71428573,First_Wave
2020-11-01,SR,Suriname,AMR,4,5201,0,111,2020,11,6,44,2.1342049,0.0,0.0,0.0,0.0,First_Wave
2020-11-13,SR,Suriname,AMR,9,5254,0,113,2020,11,4,46,2.1507423,82.31271,10.795053,1652877.1,275.42856,First_Wave
2020-12-13,SR,Suriname,AMR,2,5339,0,117,2020,12,6,50,2.1914215,0.0,0.0,0.0,0.0,First_Wave
2020-12-23,SR,Suriname,AMR,31,5583,0,118,2020,12,2,52,2.113559,2.9631538,1.6129032,30.285715,0.0,First_Wave
2020-12-30,SR,Suriname,AMR,35,6013,1,120,2020,12,2,53,1.995676,0.0,0.0,0.0,0.0,First_Wave
2021-02-05,SR,Suriname,AMR,59,8556,0,156,2021,2,4,5,1.8232819,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-02-12,SR,Suriname,AMR,29,8739,1,164,2021,2,4,6,1.876645,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-03-23,SR,Suriname,AMR,5,9066,0,176,2021,3,1,12,1.9413192,0.0149361435,0.0,237.28572,0.14285715,Vaccination_Phase
2021-04-09,SR,Suriname,AMR,16,9200,0,178,2021,4,4,14,1.9347826,0.0,0.0,30.714285,0.0,Vaccination_Phase
2021-04-24,SR,Suriname,AMR,74,9865,2,191,2021,4,5,16,1.9361379,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-05-11,SR,Suriname,AMR,92,11112,1,215,2021,5,1,19,1.9348452,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-11-09,SR,Suriname,AMR,52,49602,3,1117,2021,11,1,45,2.2519252,0.46087888,0.0,15.571428,0.42857143,Vaccination_Phase
2021-11-12,SR,Suriname,AMR,90,49902,4,1126,2021,11,4,45,2.2564225,0.44360718,3.75,37.42857,0.14285715,Vaccination_Phase
2021-11-17,SR,Suriname,AMR,92,50170,0,1139,2021,11,2,46,2.270281,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-18,SR,Suriname,AMR,38,51361,1,1180,2021,12,5,50,2.297463,0.0026670578,0.0,0.0,0.0,Vaccination_Phase
2022-01-07,SR,Suriname,AMR,916,55376,1,1193,2022,1,4,1,2.154363,70.59793,112.96296,92.85714,0.5714286,Endemic_Phase
2022-01-21,SR,Suriname,AMR,1135,67768,1,1222,2022,1,4,3,1.803211,0.0,0.0,0.0,0.0,Endemic_Phase
2022-01-24,SR,Suriname,AMR,466,69741,6,1237,2022,1,0,4,1.7737056,0.0,0.0,0.0,0.0,Endemic_Phase
2022-04-23,SR,Suriname,AMR,0,79302,0,1327,2022,4,5,16,1.67335,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-06,SR,Suriname,AMR,0,80547,0,1350,2022,6,0,23,1.67604,0.0,0.0,0.0,0.0,Endemic_Phase
2022-06-13,SR,Suriname,AMR,0,80673,0,1352,2022,6,0,24,1.6759015,0.0,0.0,0.0,0.0,Endemic_Phase
2022-07-05,SR,Suriname,AMR,0,80864,0,1369,2022,7,1,27,1.692966,0.0,0.0,0.0,0.0,Endemic_Phase
2022-08-11,SR,Suriname,AMR,6,80988,0,1380,2022,8,3,32,1.7039561,inf,inf,9.8,0.0,Endemic_Phase
2022-09-16,SR,Suriname,AMR,0,81078,0,1384,2022,9,4,37,1.7069982,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-04,SR,Suriname,AMR,0,81228,0,1392,2022,11,4,44,1.7136948,0.45974806,0.013881562,0.0,0.0,Endemic_Phase
2022-12-09,SR,Suriname,AMR,0,81581,0,1393,2022,12,4,49,1.7075055,7.6923075,0.0,0.0,0.0,Endemic_Phase
2022-12-16,SR,Suriname,AMR,0,81581,0,1393,2022,12,4,50,1.7075055,22.072859,2.1798365,103.71429,3.142857,Endemic_Phase
2022-12-25,SR,Suriname,AMR,0,81581,0,1393,2022,12,6,51,1.7075055,38.877945,3.1014674,1316.4286,18.571428,Endemic_Phase
2023-02-10,SR,Suriname,AMR,0,82227,0,1400,2023,2,4,6,1.7026038,1.4708371,0.0,19.285715,0.0,Endemic_Phase
2023-04-30,SR,Suriname,AMR,0,82495,0,1404,2023,4,6,17,1.7019213,0.0,0.0,0.0,0.0,Endemic_Phase
2023-06-21,SR,Suriname,AMR,0,82495,0,1404,2023,6,2,25,1.7019213,27.697315,10.313901,128.42857,4.0,Endemic_Phase
2023-07-01,SR,Suriname,AMR,0,82495,0,1404,2023,7,5,26,1.7019213,0.037136286,0.005956636,3552.8572,13.428572,Endemic_Phase
2023-07-04,SR,Suriname,AMR,0,82495,0,1404,2023,7,1,27,1.7019213,0.03698909,0.0,7.428571,0.42857143,Endemic_Phase
2023-07-22,SR,Suriname,AMR,0,82495,0,1404,2023,7,5,29,1.7019213,0.0,0.0,0.0,0.0,Endemic_Phase
2023-07-23,SR,Suriname,AMR,0,82495,0,1404,2023,7,6,29,1.7019213,0.0,0.0,0.0,0.0,Endemic_Phase
2023-09-07,SR,Suriname,AMR,0,82495,0,1404,2023,9,3,36,1.7019213,32.02678,27.677929,0.0,0.0,Endemic_Phase
2023-10-09,SR,Suriname,AMR,0,82495,0,1404,2023,10,0,41,1.7019213,0.0,0.0,8.142858,0.0,Endemic_Phase
2023-10-30,SR,Suriname,AMR,0,82495,0,1404,2023,10,0,44,1.7019213,4.778555,2.097902,18.285715,0.71428573,Endemic_Phase
2023-11-08,SR,Suriname,AMR,0,82495,0,1404,2023,11,2,45,1.7019213,0.0,0.0,0.0,0.0,Endemic_Phase
2023-11-30,SR,Suriname,AMR,0,82495,0,1404,2023,11,3,48,1.7019213,0.0,0.0,0.0,0.0,Endemic_Phase
2023-12-04,SR,Suriname,AMR,0,82495,0,1404,2023,12,0,49,1.7019213,14.826588,10.306793,3164.1428,37.857143,Endemic_Phase
2024-02-20,SR,Suriname,AMR,0,82496,0,1405,2024,2,1,8,1.7031128,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-25,SR,Suriname,AMR,0,82496,0,1405,2024,2,6,8,1.7031128,5.30363,0.9257266,19.142857,0.0,Endemic_Phase
2024-03-21,SR,Suriname,AMR,0,82496,0,1405,2024,3,3,12,1.7031128,16.197184,0.0,0.2857143,0.0,Endemic_Phase
2024-04-16,SR,Suriname,AMR,0,82496,0,1405,2024,4,1,16,1.7031128,0.018284807,0.008089633,0.0,0.0,Endemic_Phase
2024-06-16,SR,Suriname,AMR,0,82498,0,1406,2024,6,6,24,1.7042837,4.233971,0.19365771,0.0,1.1428572,Endemic_Phase
2024-06-22,SR,Suriname,AMR,0,82500,0,1406,2024,6,5,25,1.7042425,6.735751,0.0,0.14285715,0.0,Endemic_Phase
2024-06-26,SR,Suriname,AMR,0,82500,0,1406,2024,6,2,26,1.7042425,0.0,0.0,0.42857143,0.0,Endemic_Phase
2024-09-05,SR,Suriname,AMR,0,82502,0,1406,2024,9,3,36,1.7042011,0.0,0.0,0.0,0.0,Endemic_Phase
2024-11-09,SR,Suriname,AMR,0,82504,0,1406,2024,11,5,45,1.7041599,0.0,0.0,0.0,0.0,Endemic_Phase
2024-11-11,SR,Suriname,AMR,0,82504,0,1406,2024,11,0,46,1.7041599,2.2242472,1.3439218,217.42857,14.428572,Endemic_Phase
2024-11-17,SR,Suriname,AMR,0,82505,0,1406,2024,11,6,46,1.7041391,0.0,0.0,0.0,0.0,Endemic_Phase
2025-01-06,SR,Suriname,AMR,0,82506,0,1406,2025,1,0,2,1.7041185,0.0,0.0,0.0,0.0,Endemic_Phase
2025-03-26,SR,Suriname,AMR,0,82507,0,1406,2025,3,2,13,1.7040979,1.8535061,5.46875,74.57143,0.85714287,Endemic_Phase
2025-04-22,SR,Suriname,AMR,0,82507,0,1406,2025,4,1,17,1.7040979,0.0,0.0,0.0,0.0,Endemic_Phase
2025-06-04,SR,Suriname,AMR,0,82510,0,1406,2025,6,2,23,1.7040359,577744.0,82366.664,0.0,0.0,Endemic_Phase
2025-06-12,SR,Suriname,AMR,0,82511,0,1406,2025,6,3,24,1.7040153,0.03849573,0.0,831.4286,23.142857,Endemic_Phase
2020-02-11,SE,Sweden,EUR,0,1,0,0,2020,2,1,7,0.0,179.11694,66.666664,30.2,0.0,Early_Phase
2020-04-10,SE,Sweden,EUR,645,9600,86,1065,2020,4,4,15,11.09375,0.040781252,0.0,0.2857143,0.14285715,Early_Phase
2020-05-25,SE,Sweden,EUR,210,34381,44,4349,2020,5,0,22,12.649428,30.0,0.0,5.5,0.0,Early_Phase
2020-07-27,SE,Sweden,EUR,42,75729,2,5708,2020,7,0,31,7.537403,0.0,0.0,0.0,0.0,First_Wave
2020-08-11,SE,Sweden,EUR,196,79495,2,5746,2020,8,1,33,7.2281275,0.0,0.0,23.857143,0.14285715,First_Wave
2020-09-16,SE,Sweden,EUR,292,87674,1,5817,2020,9,2,38,6.634806,0.0,0.0,0.0,0.0,First_Wave
2020-10-04,SE,Sweden,EUR,461,95647,3,5851,2020,10,6,40,6.1172853,0.0,0.0,0.0,0.0,First_Wave
2020-10-13,SE,Sweden,EUR,637,100718,3,5879,2020,10,1,42,5.8370895,0.0,0.0,0.0,0.0,First_Wave
2020-11-12,SE,Sweden,EUR,5709,172666,27,6271,2020,11,3,46,3.6318674,0.0,0.0,0.0,0.0,First_Wave
2020-12-29,SE,Sweden,EUR,7091,428428,121,9543,2020,12,1,53,2.2274454,8.888889,0.0,0.0,0.0,First_Wave
2021-02-11,SE,Sweden,EUR,4353,604448,27,12589,2021,2,3,6,2.0827267,19.749475,38.18182,271.66666,2.3333333,Vaccination_Phase
2021-03-07,SE,Sweden,EUR,3452,692385,12,13133,2021,3,6,9,1.896777,0.0019704232,0.0027341268,6.0,0.5714286,Vaccination_Phase
2021-03-27,SE,Sweden,EUR,6294,786127,22,13508,2021,3,5,12,1.7182975,4.4271374,3.5714285,79.71429,0.0,Vaccination_Phase
2021-03-31,SE,Sweden,EUR,8467,804732,16,13583,2021,3,2,13,1.6878911,4.197463,1.0369102,518.4286,2.2857144,Vaccination_Phase
2021-04-06,SE,Sweden,EUR,3103,834789,24,13710,2021,4,1,14,1.6423311,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-06-05,SE,Sweden,EUR,989,1079051,14,14574,2021,6,5,22,1.3506312,inf,inf,55.0,1.5714285,Vaccination_Phase
2021-08-17,SE,Sweden,EUR,1780,1112858,0,14662,2021,8,1,33,1.3175086,3.158834,5.462185,22.571428,0.0,Vaccination_Phase
2021-08-21,SE,Sweden,EUR,1047,1117538,2,14670,2021,8,5,33,1.3127071,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-08-30,SE,Sweden,EUR,5,1124230,5,14693,2021,8,0,35,1.306939,50.0,0.0,0.8333333,0.0,Vaccination_Phase
2021-09-23,SE,Sweden,EUR,744,1148526,10,14841,2021,9,3,38,1.2921779,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-09-30,SE,Sweden,EUR,854,1152790,7,14877,2021,9,3,39,1.2905213,4.33196,6.2267656,3273.8572,52.857143,Vaccination_Phase
2021-10-07,SE,Sweden,EUR,843,1157035,11,14924,2021,10,3,40,1.2898486,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-10-26,SE,Sweden,EUR,539,1168217,6,15012,2021,10,1,43,1.2850353,0.0,0.0,0.0,0.0,Vaccination_Phase
2021-12-05,SE,Sweden,EUR,2084,1216386,4,15168,2021,12,6,48,1.2469726,65.167114,64.853195,221.0,5.857143,Vaccination_Phase
2022-01-11,SE,Sweden,EUR,15106,1488252,11,15519,2022,1,1,2,1.0427669,0.29802558,-0.34013605,1.0,0.0,Endemic_Phase
2022-01-26,SE,Sweden,EUR,46695,1974981,40,16006,2022,1,2,4,0.81043816,0.0,0.0,0.0,0.0,Endemic_Phase
2022-02-21,SE,Sweden,EUR,1084,2429756,37,17279,2022,2,0,8,0.71114135,0.0,0.0,0.0,0.0,Endemic_Phase
2022-02-25,SE,Sweden,EUR,3529,2442128,45,17463,2022,2,4,8,0.7150731,0.0,0.0,0.0,0.0,Endemic_Phase
2022-03-03,SE,Sweden,EUR,2446,2454438,41,17718,2022,3,3,9,0.721876,0.10236719,0.15700036,118.42857,1.4285715,Endemic_Phase
2022-05-27,SE,Sweden,EUR,143,2509240,2,19014,2022,5,4,21,0.75775933,0.0,0.0,0.0,0.0,Endemic_Phase
2022-07-16,SE,Sweden,EUR,1044,2531005,8,19279,2022,7,5,28,0.7617132,7.5115347,5.9479556,715.5714,7.0,Endemic_Phase
2022-10-04,SE,Sweden,EUR,498,2601869,20,20450,2022,10,1,40,0.7859735,0.0,0.0,0.0,0.0,Endemic_Phase
2022-11-05,SE,Sweden,EUR,462,2618423,14,20845,2022,11,5,44,0.7960899,39.942516,34.527687,586.5714,10.428572,Endemic_Phase
2022-12-29,SE,Sweden,EUR,2189,2676668,56,22218,2022,12,3,52,0.83006185,0.0,0.0,0.2857143,0.0,Endemic_Phase
2023-02-13,SE,Sweden,EUR,41,2696705,7,23627,2023,2,0,7,0.8761433,0.0,0.0,0.0,0.0,Endemic_Phase
2023-04-09,SE,Sweden,EUR,0,2702703,0,23926,2023,4,6,14,0.8852619,0.0,0.0,0.0,0.0,Endemic_Phase
2023-05-04,SE,Sweden,EUR,0,2707169,0,24181,2023,5,3,18,0.8932209,0.0092691295,0.0,0.0,0.0,Endemic_Phase
2023-06-13,SE,Sweden,EUR,0,2711426,0,24512,2023,6,1,24,0.90402615,1.6551725,4.1666665,4.142857,0.0,Endemic_Phase
2023-08-19,SE,Sweden,EUR,0,2713674,0,24682,2023,8,5,33,0.90954185,1.5997434,0.31120333,50.142857,0.85714287,Endemic_Phase
2023-08-31,SE,Sweden,EUR,0,2714578,0,24723,2023,8,3,35,0.9107493,0.0,0.0,77.57143,0.42857143,Endemic_Phase
2023-12-01,SE,Sweden,EUR,0,2736155,0,25939,2023,12,4,48,0.94800913,1.0645332,2.1714797,708.1429,21.571428,Endemic_Phase
2024-01-13,SE,Sweden,EUR,0,2748782,0,26931,2024,1,5,2,0.979743,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-19,SE,Sweden,EUR,0,2749365,0,27010,2024,1,4,3,0.98240864,0.0,0.0,0.0,0.0,Endemic_Phase
2024-01-31,SE,Sweden,EUR,0,2750142,0,27116,2024,1,2,5,0.98598546,0.0,0.0,0.0,0.0,Endemic_Phase
2024-02-06,SE,Sweden,EUR,0,2750430,0,27151,2024,2,1,6,0.9871547,0.00029058955,0.0,0.71428573,0.0,Endemic_Phase
2024-05-01,SE,Sweden,EUR,0,2751831,0,27279,2024,5,2,18,0.9913036,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-05,SE,Sweden,EUR,0,2752383,0,27310,2024,6,2,23,0.9922311,0.0,0.0,0.0,0.0,Endemic_Phase
2024-06-13,SE,Sweden,EUR,0,2752507,0,27314,2024,6,3,24,0.99233174,0.0,0.0,0.0,0.0,Endemic_Phase
2024-07-16,SE,Sweden,EUR,0,2753981,0,27368,2024,7,1,29,0.9937614,0.0,0.0,0.0,0.0,Endemic_Phase
2024-09-11,SE,Sweden,EUR,0,2760630,0,27712,2024,9,2,37,1.0038289,0.0,0.0,0.0,0.0,Endemic_Phase
